NO,NAMA GARDU,SITE,Tanggal pekerjaan,Jenis Gangguan,Penyebab,SOLUSI,ZONA,Merk Modem,Sim Card 1,Sim Card 2,Sebelum,Sesudah
34.0,P95 ,Unknown,2022-11-16 00:00:00,-3.4595718209217057,-1.957551370236751,TEST ASE 2000,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
35.0,SD81,GHGD 500,2022-11-16 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
36.0,S29D,GHGD 500,2022-11-16 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
37.0,SD222,GHGD 500,2022-11-16 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
38.0,DK70,GHGD 250,2022-11-16 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
39.0,BT225,GHGD 500,2022-11-16 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
40.0,JR103,GHGD 250,2022-11-17 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
41.0,PM75,GHGD 250,2022-11-17 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,ON,ON
42.0,E124,GHGD 500,2022-11-17 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,1.4730050923876759,TELKOMSEL,XL,ON,ON
43.0,GD58B,GHGD 250,2022-11-17 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,ON,ON
44.0,AB12,GHGD 500,2022-11-17 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,ON,ON
45.0,PK74,GHGD 500,2022-11-18 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
46.0,DK70,GHGD 250,2022-11-18 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
47.0,KJ231,GHGD 250,2022-11-18 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,ON,ON
48.0,GD58B,GHGD 250,2022-11-19 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,ON,ON
49.0,GH0088,GHGD 250,2022-11-19 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,ON,ON
50.0,MK445,GHGD 500,2022-11-19 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,ON,ON
51.0,T136,GHGD 500,2022-11-20 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.6961402970506281,TELKOMSEL,-,OFF,ON
52.0,KJ231,GHGD 250,2022-11-21 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
53.0,GD58B,GHGD 250,2022-11-21 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,1.4730050923876759,TELKOMSEL,XL,OFF,ON
54.0,E72N,GHGD 500,2022-11-21 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
55.0,PK74,GHGD 500,2022-11-21 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,1.4730050923876759,TELKOMSEL,XL,OFF,ON
56.0,CK80,GHGD 250,2022-11-21 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
57.0,SD112,GHGD 500,2022-11-21 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,1.4730050923876759,TELKOMSEL,XL,OFF,ON
58.0,AB126,GHGD 500,2022-11-21 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
59.0,MP235,GHGD 500,2022-11-21 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
60.0,TD277,GHGD 500,2022-11-22 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
61.0,TB28 ,Unknown,2022-11-22 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,1.4730050923876759,TELKOMSEL,XL,OFF,ON
62.0,E72N,GHGD 500,2022-11-22 00:00:00,0.2709438125123148,0.19747985188731979,PERGANTIAN PERANGKAT ,0.33752797670666795,1.4730050923876759,TELKOMSEL,XL,OFF,ON
63.0,AB63,GHGD 500,2022-11-22 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
64.0,SD81,GHGD 500,2022-11-22 00:00:00,0.2709438125123148,0.19747985188731979,CONSOLE PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,ON,ON
65.0,PK74,GHGD 500,2022-11-22 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,1.4730050923876759,TELKOMSEL,XL,ON,ON
66.0,B193,GHGD 500,2022-11-22 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,1.4730050923876759,TELKOMSEL,XL,ON,ON
67.0,MK453,GHGD 500,2022-11-22 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,1.4730050923876759,TELKOMSEL,XL,ON,ON
68.0,MK453,GHGD 500,2022-11-23 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,1.7441482660674639,TELKOMSEL,XL,ON,ON
69.0,MK255,GHGD 500,2022-11-23 00:00:00,-3.4595718209217057,-1.957551370236751,TEST ASE 2000,-1.3998199404714227,-0.6961402970506281,TELKOMSEL,XL,OFF,ON
70.0,SD81,GHGD 500,2022-11-23 00:00:00,-3.4595718209217057,-1.957551370236751,TEST ASE 2000,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
71.0,B193,GHGD 500,2022-11-23 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,1.4730050923876759,TELKOMSEL,XL,ON,ON
72.0,PK74,GHGD 500,2022-11-23 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,1.4730050923876759,TELKOMSEL,XL,ON,ON
73.0,BT14,GHGD 500,2022-11-23 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,1.4730050923876759,TELKOMSEL,XL,OFF,ON
74.0,MK453,GHGD 500,2022-11-23 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,1.7441482660674639,TELKOMSEL,XL,OFF,ON
75.0,GD84,GHGD 500,2022-11-23 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
76.0,MK445,GHGD 500,2022-11-23 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,1.4730050923876759,TELKOMSEL,XL,OFF,ON
77.0,KJ151,GHGD 250,2022-11-23 00:00:00,-1.5943140042046955,-2.3885576146615652,MENAIKAN MCB,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
78.0,GH0058,GHGD 250,2022-11-24 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
79.0,MD104,GHGD 250,2022-11-25 00:00:00,-1.5943140042046955,-4.543588836785636,REJOIN KABEL RAK TR,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
80.0,KG76N,Unknown,2022-11-25 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
81.0,PK74,GHGD 500,2022-11-25 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
82.0,JS53,GHGD 250,2022-11-25 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
83.0,PM82,GHGD 250,2022-11-25 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
84.0,KJ231,GHGD 250,2022-11-25 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
85.0,RG20,GHGD 250,2022-11-25 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
86.0,MK445,GHGD 500,2022-11-25 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
87.0,JS53,GHGD 250,2022-11-25 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
88.0,CD257,GHGD 500,2022-11-26 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
89.0,TD277,GHGD 500,2022-11-26 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
90.0,PM75,GHGD 250,2022-11-26 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
91.0,MK445,GHGD 500,2022-11-26 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
92.0,AB12,GHGD 500,2022-11-26 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
93.0,CD257,GHGD 500,2022-11-27 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
94.0,KL70,GHGD 500,2022-11-27 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
95.0,KB183,GHGD 500,2022-11-27 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.6961402970506281,TELKOMSEL,XL,OFF,ON
96.0,MK445,GHGD 500,2022-11-27 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,2.5575777871068275,TELKOMSEL,XL,OFF,ON
97.0,MK445,GHGD 500,2022-11-28 00:00:00,0.2709438125123148,0.19747985188731979,PERGANTIAN PERANGKAT ,1.2062019352957132,2.5575777871068275,TELKOMSEL,XL,OFF,ON
98.0,PK147N,GHGD 500,2022-11-28 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,2.5575777871068275,TELKOMSEL,XL,OFF,ON
99.0,PM49,GHGD 500,2022-11-28 00:00:00,-3.4595718209217057,-1.957551370236751,TEST ASE 2000,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
100.0,TG58,GHGD 500,2022-11-28 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
101.0,PM75,GHGD 250,2022-11-29 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
102.0,PK74,GHGD 500,2022-11-29 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
103.0,E151B,GHGD 250,2022-11-29 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,2.5575777871068275,TELKOMSEL,XL,OFF,ON
104.0,P95 ,Unknown,2022-11-30 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
105.0,TD277,GHGD 500,2022-11-30 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
106.0,PK13,GHGD 500,2022-12-01 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
107.0,MK453,GHGD 500,2022-12-01 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,2.5575777871068275,TELKOMSEL,XL,OFF,ON
108.0,CP19A,GHGD 500,2022-12-01 00:00:00,-1.5943140042046955,-2.3885576146615652,MENAIKAN MCB,-1.3998199404714227,-0.6961402970506281,TELKOMSEL,XL,OFF,ON
109.0,JW53,GHGD 250,2022-12-03 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
110.0,KD210,GHGD 500,2022-12-03 00:00:00,0.2709438125123148,0.19747985188731979,PERGANTIAN PERANGKAT ,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
111.0,KB183,GHGD 500,2022-12-04 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
112.0,TP13B,GHGD 500,2022-12-04 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
113.0,BK12D,GHGD 250,2022-12-04 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
114.0,KD92,GHGD 500,2022-12-04 00:00:00,0.2709438125123148,0.19747985188731979,PERGANTIAN PERANGKAT ,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
115.0,BK12D,GHGD 250,2022-12-05 00:00:00,-1.5943140042046955,-0.2335263925374944,MENGENCANGKAN KABEL POWER,1.2062019352957132,-0.6961402970506281,TELKOMSEL,XL,OFF,ON
116.0,P95,GHGD 500,2022-12-05 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
117.0,GD81,GHGD 250,2022-12-05 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
118.0,E79N,GHGD 500,2022-12-05 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
119.0,RM62,GHGD 250,2022-12-05 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.6961402970506281,TELKOMSEL,XL,OFF,ON
120.0,KL95,GHGD 500,2022-12-06 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.4249971233708401,TELKOMSEL,XL,OFF,ON
121.0,TD173,GHGD 500,2022-12-06 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.6961402970506281,TELKOMSEL,XL,OFF,ON
122.0,TD277,GHGD 500,2022-12-06 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
123.0,KB257,GHGD 500,2022-12-06 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
124.0,S11,GHGD 500,2022-12-06 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
125.0,KD92,GHGD 500,2022-12-06 00:00:00,-3.4595718209217057,0.19747985188731979,TEST ASE,-0.5311459818823774,1.4730050923876759,TELKOMSEL,-,OFF,ON
126.0,GD93,GHGD 500,2022-12-06 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
127.0,CD61,GHGD 500,2022-12-07 00:00:00,0.2709438125123148,-7.129626303334521,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
128.0,TD150A,GHGD 500,2022-12-07 00:00:00,0.2709438125123148,-7.129626303334521,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
129.0,JS171,GHGD 250,2022-12-07 00:00:00,0.2709438125123148,-7.129626303334521,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
130.0,PL50,GHGD 500,2022-12-07 00:00:00,0.2709438125123148,-7.129626303334521,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
131.0,A90,GHGD 500,2022-12-07 00:00:00,0.2709438125123148,-7.129626303334521,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
132.0,KB53,Unknown,2022-12-07 00:00:00,0.2709438125123148,-7.129626303334521,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
133.0,AB12,GHGD 500,2022-12-07 00:00:00,0.2709438125123148,-7.129626303334521,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
134.0,BT52,GHGD 500,2022-12-07 00:00:00,0.2709438125123148,-7.129626303334521,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
135.0,BT26,GHGD 500,2022-12-07 00:00:00,0.2709438125123148,-7.129626303334521,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
136.0,BT310,GHGD 500,2022-12-07 00:00:00,0.2709438125123148,-7.129626303334521,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
137.0,BT65,GHGD 500,2022-12-07 00:00:00,0.2709438125123148,-7.129626303334521,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
138.0,TD304,GHGD 500,2022-12-07 00:00:00,0.2709438125123148,-7.129626303334521,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
139.0,K61B,GHGD 500,2022-12-07 00:00:00,0.2709438125123148,-7.129626303334521,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
140.0,K3A,GHGD 500,2022-12-07 00:00:00,0.2709438125123148,-7.129626303334521,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
141.0,K1,GHGD 500,2022-12-07 00:00:00,0.2709438125123148,-7.129626303334521,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
142.0,K149,GHGD 500,2022-12-07 00:00:00,0.2709438125123148,-7.129626303334521,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
143.0,K70B,GHGD 500,2022-12-07 00:00:00,0.2709438125123148,-7.129626303334521,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
